#AGE= 1.000 EEPS=271
#EEP M/Mo LogTeff LogG LogL/Lo open gp1 rp1 ip1 zp1 yp1 wp1
224 2.092357 3.6868 2.8493 1.6100 0.6882 1.4033 0.7173 0.4656 0.3697 0.3285 0.7880
225 2.092378 3.6867 2.8471 1.6117 0.6841 1.3998 0.7135 0.4615 0.3653 0.3241 0.7841
226 2.092397 3.6866 2.8450 1.6134 0.6802 1.3964 0.7096 0.4572 0.3610 0.3198 0.7802
227 2.092569 3.6857 2.8268 1.6278 0.6458 1.3674 0.6764 0.4220 0.3245 0.2826 0.7468
228 2.092740 3.6847 2.8085 1.6423 0.6114 1.3382 0.6430 0.3866 0.2878 0.2453 0.7134
229 2.092905 3.6838 2.7908 1.6563 0.5782 1.3102 0.6110 0.3525 0.2524 0.2095 0.6811
230 2.093083 3.6828 2.7718 1.6714 0.5422 1.2798 0.5762 0.3156 0.2143 0.1707 0.6461
231 2.093341 3.6814 2.7449 1.6928 0.4914 1.2372 0.5272 0.2634 0.1604 0.1158 0.5969
232 2.093479 3.6807 2.7308 1.7041 0.4648 1.2143 0.5012 0.2360 0.1320 0.0871 0.5708
233 2.093718 3.6794 2.7063 1.7237 0.4183 1.1751 0.4562 0.1884 0.0828 0.0369 0.5257
234 2.093851 3.6787 2.6929 1.7343 0.3931 1.1539 0.4320 0.1625 0.0562 0.0098 0.5013
235 2.094059 3.6777 2.6718 1.7512 0.3530 1.1199 0.3931 0.1214 0.0135 -0.0336 0.4622
236 2.094268 3.6766 2.6506 1.7682 0.3130 1.0862 0.3544 0.0803 -0.0290 -0.0768 0.4235
237 2.094447 3.6758 2.6327 1.7825 0.2789 1.0573 0.3213 0.0454 -0.0651 -0.1136 0.3903
238 2.094669 3.6745 2.6099 1.8008 0.2359 1.0213 0.2799 0.0012 -0.1108 -0.1601 0.3485
239 2.094860 3.6736 2.5897 1.8168 0.1982 0.9896 0.2436 -0.0375 -0.1509 -0.2010 0.3120
240 2.095046 3.6726 2.5707 1.8319 0.1623 0.9594 0.2089 -0.0743 -0.1889 -0.2398 0.2772
