raMean,decMean,raMeanErr,decMeanErr,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr
114.5876017,21.672419,0.02,0.033,21.009,0.024,20.646,0.02,20.495,0.028,20.364,0.013
114.5876259,21.8874096,0.008,0.002,20.188,0.015,18.923,0.005,17.733,0.004,17.167,0.003
114.5876312,21.5707589,0.005,0.021,19.687,0.027,18.652,0.011,18.148,0.011,17.933,0.014
114.5876763,21.6903769,0.003,0.004,19.08,0.012,17.949,0.003,17.375,0.004,17.106,0.004
114.5877529,21.5565878,0.184,0.08,20.557,0.02,19.889,0.021,20.299,0.029,20.268,0.08
114.5877871,21.5693919,0.002,0.006,15.303,0.003,15.079,0.003,15.021,0.003,15.039,0.002
114.5878173,21.6262884,0.013,0.017,22.101,0.063,20.766,0.031,20.055,0.024,19.755,0.025
114.587845,21.6276597,0.013,0.014,22.158,0.105,20.937,0.036,20.096,0.026,19.666,0.032
114.5878584,21.5258638,0.008,0.006,16.759,0.005,16.427,0.004,16.315,0.003,16.28,0.006
114.5880913,21.8013698,0.014,0.012,20.932,0.014,20.471,0.023,20.292,0.025,20.161,0.077
114.5880933,21.8013662,0.024,0.032,20.852,0.05,20.344,0.016,20.288,0.078,20.108,0.049
114.5881193,21.5282641,0.097,0.021,12.901,-999,12.312,-999,12.107,-999,12.017,-999
114.5881328,21.8083563,0.013,0.012,21.855,0.071,21.021,0.022,20.386,0.027,20.093,0.054
114.5881536,21.5823012,0.092,0.017,18.79,0.006,17.953,0.005,17.59,0.003,17.424,0.004
114.5883108,21.5863083,0.007,0.011,17.577,0.009,17.078,0.005,16.882,0.005,16.8,0.012
114.5883265,21.6946204,0.007,0.001,20.911,0.057,20.21,0.013,19.86,0.022,19.765,0.053
114.5883317,21.7907298,0.012,0.012,21.976,0.192,21.35,0.044,20.025,0.022,19.412,0.011
114.5886994,21.6679194,0.033,0.006,21.621,0.004,20.453,0.026,19.733,0.016,19.412,0.029
114.5887225,21.7076577,0.012,0.012,22.442,0.178,21.246,0.033,20.27,0.016,19.799,0.027
114.5887707,21.5758949,0.002,0.002,14.96,0.003,14.772,0.002,14.735,0.003,14.768,0.002
114.5888851,21.4899183,0.005,0.005,13.637,0.015,13.314,-999,13.26,-999,13.28,0.002
114.588937,21.3483077,0.013,0.011,21.824,0.049,20.905,0.033,20.256,0.047,19.971,0.058
114.5889712,21.6011891,0.022,0.005,16.777,0.004,16.461,0.003,16.36,0.002,16.34,0.005
114.5890582,21.7936449,0.003,0.004,17.675,0.005,17.018,0.003,16.747,0.003,16.62,0.006
114.5892062,21.6030013,0.058,0.041,22.209,0.155,21.137,0.043,20.239,0.013,19.788,0.015
114.5892858,21.5209773,0.002,0.013,16.831,0.005,16.476,0.005,16.354,0.003,16.313,0.003
114.5892987,21.6552392,0.007,0.002,17.858,0.007,17.112,0.004,16.819,0.008,16.712,0.005
114.5893346,21.7133119,0.006,0.002,19.75,0.016,18.855,0.007,18.539,0.009,18.389,0.011
114.5893369,21.2869523,0.059,0.019,21.345,0.028,20.246,0.033,19.799,0.021,19.592,0.022
114.5894173,21.5959446,0.013,0.01,18.346,0.014,17.784,0.006,17.58,0.004,17.462,0.01
114.5894314,21.5110493,0.014,0.008,21.816,0.029,20.58,0.011,19.835,0.015,19.53,0.028
114.589516,21.5934536,0.01,0.009,21.195,0.03,19.962,0.025,19.399,0.019,19.127,0.1
114.5895311,21.5847351,0.009,0.018,13.364,-999,12.72,-999,12.498,-999,12.401,-999
114.5895704,21.6682133,0.008,0.008,19.302,0.014,18.514,0.006,18.228,0.004,18.1,0.003
114.5897119,21.2740222,0.007,0.001,18.617,0.006,17.524,0.003,17.041,0.005,16.834,0.002
114.5897949,21.5813121,0.023,0.004,16.823,0.004,16.515,0.004,16.418,0.003,16.397,0.006
114.5897983,21.8618299,0.004,0.001,14.34,0.002,14.108,0.003,14.041,0.001,14.034,0.002
114.5898575,21.6143005,0.01,0.008,18.932,0.014,18.22,0.004,17.927,0.005,17.79,0.011
114.5898853,21.5254963,0.012,0.005,20.524,0.021,19.452,0.013,18.886,0.016,18.58,0.012
114.5901104,21.4450861,0.009,0.008,20.683,0.023,19.562,0.008,18.984,0.006,18.701,0.022
114.5901647,21.6284311,0.003,0.00095,17.863,0.005,17.39,0.004,17.221,0.003,17.164,0.003
114.5902305,21.3108773,0.035,0.021,18.817,0.018,18.476,0.006,18.314,0.008,18.319,0.015
114.5902846,21.5642592,0.001,0.001,11.897,-999,11.119,-999,10.833,-999,10.692,-999
114.5903431,21.6871829,0.019,0.006,21.672,0.081,20.526,0.013,19.84,0.008,19.543,0.016
114.5903682,21.5642647,0.265,0.122,13.388,0.045,11.377,0.019,11.24,0.114,10.949,0.073
114.590522,21.5967263,0.133,0.032,16.193,0.000111,15.823,0.008,15.72,0.016,15.584,0.054
114.5905566,21.554764,0.002,0.001,14.698,0.003,14.487,0.001,14.459,0.002,14.491,0.004
114.590575,21.745833,0.004,0.006,19.302,0.026,18.686,0.007,18.47,0.013,18.316,0.026
114.5907136,21.5808379,0.012,0.043,18.882,0.043,18.255,0.008,17.936,0.004,17.806,0.047
114.5907441,21.3692013,0.006,0.003,19.106,0.01,17.956,0.002,17.265,0.003,16.946,0.012
114.5907534,21.542703,0.003,0.005,17.812,0.006,17.201,0.003,16.981,0.004,16.892,0.002
114.5907547,21.580057,0.003,0.002,15.324,0.003,15.121,0.002,15.086,0.002,15.114,0.003
114.5907722,21.3202117,0.004,0.005,18.131,0.01,17.464,0.003,17.15,0.008,17.002,0.009
114.5907892,21.5931031,0.095,0.031,18.498,0.004,17.908,0.005,17.706,0.005,17.599,0.041
114.5908744,21.5613836,0.038,0.019,18.51,0.017,17.891,0.006,17.667,0.007,17.553,0.006
114.5908795,21.5587005,0.008,0.005,19.247,0.008,18.979,0.004,18.875,0.012,18.906,0.021
114.5910555,21.4966519,0.003,0.006,20.46,0.024,19.233,0.01,17.981,0.005,17.391,0.006
114.591087,21.5991226,0.008,0.013,20.299,0.039,19.143,0.018,18.801,0.02,18.608,0.013
114.5911022,21.4794029,0.012,0.017,20.62,0.072,19.423,0.008,18.907,0.02,18.732,0.023
114.5911088,21.2765472,0.009,0.009,22.497,0.2,20.927,0.02,19.71,0.017,19.174,0.016
114.5912166,21.6087901,0.059,0.039,19.016,0.005,18.642,0.007,18.517,0.004,18.515,0.009
114.5912369,21.5692186,0.028,0.034,22.34,0.002,21.344,0.052,20.972,0.054,20.649,0.121
114.5913274,21.8399141,0.02,0.017,21.172,0.078,20.518,0.05,20.267,0.047,19.966,0.058
114.5914284,21.6436366,0.024,0.028,21.079,0.049,20.847,0.023,20.494,0.053,20.649,0.1
114.5914303,21.6742638,0.004,0.005,16.25,0.004,15.971,0.002,15.9,0.003,15.901,0.002
114.5914822,21.5974576,0.006,0.003,12.873,-999,12.227,-999,12.005,-999,11.909,-999
114.5915205,21.2933362,0.012,0.012,21.586,0.194,20.792,0.054,19.957,0.029,19.548,0.018
114.5915511,21.5501712,0.008,0.008,18.182,0.006,17.624,0.005,17.41,0.005,17.346,0.007
114.5916141,21.8336803,0.022,0.01,21.345,0.041,20.17,0.017,19.502,0.021,19.218,0.014
114.5917872,21.7212772,0.011,0.01,22.111,0.187,20.696,0.014,19.966,0.032,19.684,0.027
114.5917882,21.7385595,0.019,0.017,21.569,0.088,21.007,0.038,20.793,0.04,20.741,0.033
114.5919598,21.4396215,0.014,0.015,22.095,0.19,20.925,0.016,20.226,0.013,19.855,0.019
114.5920401,21.2409245,0.008,0.008,21.849,0.087,20.685,0.028,20.018,0.024,19.72,0.035
114.5921674,21.5799312,0.006,0.007,17.721,0.007,17.121,0.003,16.909,0.009,16.831,0.005
114.592175,21.3546775,0.01,0.006,18.181,0.004,17.666,0.003,17.449,0.002,17.367,0.008
114.5921935,21.4991219,0.024,0.024,22.22,0.135,21.502,0.046,21.124,0.042,20.864,0.031
114.5923012,21.348217,0.01,0.016,20.792,0.062,20.32,0.015,20.115,0.031,20.017,0.035
114.592318,21.8377325,0.042,0.047,22.064,0.147,22.026,0.052,21.732,0.089,21.192,0.14
114.5923214,21.8776576,0.008,0.001,22.021,0.165,20.849,0.014,19.745,0.012,19.233,0.021
114.5924737,21.7608283,0.007,0.002,19.7,0.02,18.602,0.006,18.11,0.004,17.864,0.012
114.5925018,21.4547471,0.018,0.005,19.781,0.018,19.433,0.008,19.256,0.011,19.232,0.019
114.5926047,21.8678469,0.028,0.032,22.114,0.329,21.777,0.025,21.45,0.052,21.308,0.189
114.5926257,21.6231199,0.006,0.009,20.654,0.011,19.488,0.006,18.836,0.006,18.548,0.017
114.592675,21.4368413,0.01,0.01,16.629,0.000615,16.312,0.002,16.215,0.006,16.203,0.004
114.5926791,21.5154692,0.034,0.022,21.832,0.046,21.456,0.033,21.442,0.078,20.763,0.188
114.5927888,21.5508358,0.018,0.016,20.117,0.021,19.093,0.007,18.646,0.013,18.48,0.018
114.5929143,21.3193721,0.004,0.039,13.347,-999,12.819,-999,12.654,-999,12.597,-999
114.5929356,21.5770757,0.002,0.002,17.03,0.004,16.669,0.002,16.55,0.007,16.545,0.003
114.5929616,21.844391,0.004,0.005,17.771,0.023,17.19,0.021,16.787,0.024,16.531,0.027
114.5929646,21.3188336,0.026,0.155,14.743,0.194,13.775,0.161,14.652,0.001,13.728,0.001
114.592971,21.4880764,0.011,0.005,21.443,0.057,20.184,0.011,19.238,0.013,18.792,0.016
114.5930405,21.5908558,0.005,0.006,16.035,0.003,15.79,0.002,15.716,0.002,15.723,0.005
114.5930572,21.8734329,0.008,0.008,20.89,0.028,20.475,0.019,20.33,0.033,20.274,0.049
114.5931265,21.5841508,0.004,0.006,17.182,0.004,16.803,0.002,16.67,0.001,16.641,0.004
114.5931576,21.5814766,0.022,0.003,16.665,0.004,16.292,0.003,16.145,0.004,16.097,0.003
114.5931624,21.3946457,0.009,0.021,17.113,0.003,16.39,0.003,16.063,0.003,15.915,0.005
114.5932268,21.4286032,0.023,0.021,21.69,0.152,21.594,0.056,21.013,0.043,20.58,0.053
114.5932386,21.9003397,0.004,0.004,17.629,0.006,17.173,0.003,17.011,0.008,16.964,0.005
114.593274,21.2910844,0.012,0.007,19.608,0.013,18.389,0.007,17.709,0.008,17.42,0.007
114.5933139,21.3851106,0.026,0.034,21.383,0.035,20.197,0.013,19.563,0.01,19.284,0.02
114.5933194,21.6195572,0.003,0.002,15.99,0.002,15.75,0.005,15.685,0.004,15.693,0.002
114.5933321,21.5393918,0.006,0.005,19.16,0.017,18.428,0.006,18.143,0.01,18.02,0.019
114.5934089,21.5629422,0.008,0.005,14.901,0.002,14.367,0.002,14.162,0.003,14.083,0.005
114.5934185,21.5592155,0.009,0.005,18.043,0.005,17.542,0.004,17.358,0.004,17.291,0.005
114.5934684,21.6152446,0.022,0.007,17.275,0.009,16.861,0.003,16.74,0.004,16.68,0.005
114.5934795,21.4475568,0.004,0.005,18.087,0.01,17.573,0.002,17.379,0.005,17.325,0.007
114.5935182,21.4547967,0.004,0.015,21.164,0.121,19.845,0.015,19.11,0.01,18.782,0.011
114.5935417,21.6224226,0.014,0.011,20.289,0.013,19.288,0.008,18.854,0.008,18.678,0.014
114.593567,21.7415522,0.006,0.005,18.677,0.007,17.897,0.002,17.627,0.008,17.526,0.008
114.5936042,21.5933669,0.007,0.007,15.383,0.004,15.205,0.002,15.169,0.000883,15.204,0.001
114.5936053,21.541323,0.002,0.002,15.989,0.008,15.668,0.002,15.566,0.003,15.542,0.002
114.5936943,21.5849335,0.013,0.024,18.334,0.007,17.783,0.004,17.583,0.005,17.513,0.006
114.5937799,21.5742063,0.003,0.006,14.817,0.003,14.604,0.002,14.56,0.002,14.594,0.003
114.5937818,21.7347183,0.006,0.002,17.374,0.007,16.98,0.002,16.83,0.005,16.796,0.006
114.5937862,21.4932189,0.01,0.017,20.7,0.021,19.495,0.007,18.793,0.009,18.459,0.005
114.5938414,21.5357756,0.005,0.003,15.114,0.009,14.897,0.002,14.825,0,14.838,0.004
114.5938482,21.5693413,0.036,0.01,19.556,0.013,18.618,0.012,18.348,0.005,18.044,0.047
114.5938668,21.857389,0.002,0.004,18.879,0.009,17.678,0.003,16.275,0.003,15.648,0.003
114.5938973,21.7601093,0.019,0.016,21.479,0.066,21.019,0.033,20.879,0.02,20.916,0.069
114.5940751,21.714836,0.008,0.004,20.434,0.021,19.395,0.007,18.936,0.01,18.742,0.009
114.5940985,21.450511,0.012,0.011,22.014,0.014,20.839,0.022,20.116,0.019,19.718,0.035
114.5941067,21.7318776,0.048,0.025,22.226,0.024,21.435,0.027,21.248,0.062,20.812,0.055
114.5941181,21.8497058,0.004,0.008,18.065,0.006,17.458,0.003,17.194,0.003,17.083,0.006
114.594239,21.6566031,0.007,0.002,18.911,0.008,18.243,0.004,17.983,0.005,17.885,0.009
114.5943367,21.5125284,0.004,0.024,20.22,0.017,19.009,0.004,18.441,0.006,18.176,0.011
114.5943703,21.6593123,0.016,0.016,21.9,0.18,21.637,0.048,20.58,0.03,20.048,0.037
114.5947034,21.5614735,0.002,0.008,15.299,0.004,15.066,0.003,15.018,0.001,15.029,0.002
114.5947294,21.3576301,0.014,0.014,22.381,0.198,21.488,0.04,20.254,0.028,19.75,0.031
114.5948293,21.4945246,0.009,0.002,19.261,0.01,18.412,0.004,18.052,0.007,17.869,0.003
114.5948837,21.8471144,0.035,0.018,21.69,0.047,20.891,0.043,20.516,0.08,20.229,0.113
114.5949121,21.4337481,0.001,0.001,18.055,0.006,17.504,0.005,17.295,0.003,17.238,0.006
114.5949968,21.6152915,0.004,0.005,14.167,0.003,13.888,0.003,13.816,0.006,13.752,0.002
114.5950111,21.904318,0.018,0.018,21.779,0.094,21.247,0.019,20.95,0.03,20.68,0.026
114.5950563,21.5527461,0.013,0.014,22.375,0.162,21.266,0.034,20.369,0.026,19.987,0.031
114.5950738,21.376184,0.015,0.019,21.602,0.181,21.026,0.027,19.712,0.016,19.14,0.006
114.595085,21.5730976,0.006,0.014,16.089,0.003,15.835,0.002,15.761,0.000799,15.771,0.004
114.5952446,21.5685912,0.004,0.004,14.03,0.002,13.345,-999,13.144,-999,13.096,0.000344
114.5955412,21.6233224,0.006,0.006,19.711,0.006,18.847,0.005,18.484,0.006,18.341,0.008
114.5955749,21.7049321,0.005,0.002,20.512,0.024,19.483,0.009,19.045,0.017,18.789,0.014
114.5957271,21.7738398,0.004,0.00094,18.112,0.008,17.745,0.002,17.612,0.006,17.58,0.004
114.5957821,21.246287,0.006,0.006,20.924,0.045,19.575,0.01,18.529,0.012,18.065,0.007
114.5958088,21.2606909,0.007,0.005,20.754,0.018,19.581,0.008,18.987,0.013,18.669,0.017
114.5958435,21.5757417,0.008,0.006,18.948,0.008,18.239,0.004,17.998,0.007,17.896,0.006
114.596003,21.5919257,0.022,0.021,21.843,0.264,21.751,0.029,20.816,0.038,20.475,0.027
114.5962287,21.9013956,0.004,0.003,18.374,0.004,17.725,0.005,17.492,0.006,17.386,0.007
114.596262,21.824439,0.011,0.014,20.712,0.02,19.644,0.019,19.134,0.013,18.841,0.04
114.5962663,21.3734982,0.027,0.03,21.809,0.185,22.005,0.05,20.941,0.062,20.493,0.044
114.5963018,21.5460776,0.011,0.013,20.468,0.052,19.417,0.01,18.966,0.013,18.76,0.03
114.5963847,21.5893185,0.02,0.002,19.538,0.016,18.695,0.008,18.378,0.005,18.259,0.01
114.5964857,21.7510923,0.004,0.005,21.222,0.061,19.85,0.01,18.524,0.008,17.895,0.008
114.5964911,21.3490761,0.018,0.016,22.492,0.191,21.4,0.032,20.615,0.07,20.23,0.045
114.5966161,21.6062478,0.003,0.041,15.757,0.006,15.51,0.008,15.454,0.004,15.396,0.005
114.5967105,21.6978069,0.01,0.011,22.022,0.043,20.709,0.031,20.038,0.017,19.692,0.038
114.5967301,21.5376356,0.007,0.002,15.096,0.009,14.896,0.000531,14.872,0.000977,14.891,0.001
114.5967504,21.9073064,0.012,0.009,18.449,0.006,17.918,0.002,17.71,0.005,17.607,0.017
114.5967846,21.5696913,0.052,0.037,19.529,0.037,18.631,0.027,18.403,0.014,18.18,0.023
114.5967942,21.3692471,0.012,0.044,18.49,0.009,17.824,0.003,17.515,0.002,17.397,0.009
114.5968198,21.6181346,0.002,0.006,14.418,0.002,14.18,0.003,14.104,0,14.121,0.001
114.5968712,21.7112558,0.003,0.003,16.276,0.002,15.471,0.001,15.132,0.002,14.974,0.003
114.5969122,21.6710799,0.012,0.011,22.389,0.084,21.269,0.043,20.183,0.03,19.602,0.017
114.5969492,21.769074,0.053,0.045,13.866,0.002,12.807,-999,12.303,-999,12.015,-999
114.5969803,21.7420115,0.056,0.053,21.435,0.129,21.398,0.049,21.064,0.027,20.722,0.078
114.5969862,21.549138,0.002,0.002,14.706,0.001,14.155,0.006,13.93,0.002,13.855,0.004
114.597017,21.5581573,0.007,0.041,21.654,0.059,20.523,0.019,19.829,0.018,19.529,0.029
114.5970995,21.401003,0.029,0.015,21.854,0.064,21.218,0.03,20.682,0.045,20.4,0.068
114.5971008,21.5605699,0.07,0.069,18.102,0.053,17.298,0.023,17.072,0.001,17.045,0.01
114.5971107,21.2513746,0.003,0.003,19.964,0.015,19.043,0.007,18.653,0.01,18.497,0.007
114.5971241,21.7817819,0.024,0.002,20.407,0.016,20.046,0.009,19.929,0.012,19.846,0.034
114.5971339,21.3405642,0.014,0.014,21.291,0.024,21.008,0.025,20.845,0.045,20.553,0.095
114.5973095,21.5633459,0.024,0.022,20.306,0.024,19.328,0.009,18.943,0.011,18.803,0.01
114.5973494,21.5765994,0.008,0.009,18.52,0.008,17.92,0.004,17.696,0.004,17.629,0.01
114.5974557,21.5276306,0.006,0.006,17.463,0.008,16.929,0.003,16.734,0.007,16.658,0.003
114.5974571,21.5600914,0.037,0.026,16.836,0.008,16.509,0.005,16.386,0.008,16.348,0.008
114.5975019,21.5789625,0.008,0.01,18.081,0.042,17.6,0.029,17.323,0.012,17.271,0.004
